nohup: ignoring input
dict_keys(['train_x', 'train_y', 'dev_x', 'dev_y', 'test_x', 'test_y'])
max_sent_length:91 

-------train--------
9989 9989
['Aw', ',', 'we-we', 'are', 'so', '?', 'So', 'umm', ',', 'well', 'I-I-I', 'like', 'you', 'and', 'I-I', 'love', 'umm', ',', 'y', '?', 'know', 'hanging', 'out', 'with', 'you', '.']   1
['Yep', ',', 'we', 'shook', 'on', 'it', '.', 'Yeah', 'but', 'believe', 'me', 'that', 'is', 'not', 'how', 'he', 'wanted', 'to', 'seal', 'the', 'deal', '.']   0

-------dev--------
1109 1109
['Y', '?', 'know', ',', 'you', 'look', 'nothing', 'like', 'I', 'would', '?', 've', 'thought', '.', 'You', '?', 're', '?', 'you', '?', 're', 'so', 'young', '.']   2
['Hey', ',', 'where', 'are', 'Monica', 'and', 'Rachel', 'anyway', '?']   0

-------test--------
2610 2610
['Hang', 'on', 'buddy', '!']   4
['Fair', 'enough', ',', 'now', 'go', 'get', 'ready', '!']   0
====================INFORMATION====================
MODEL: rand
DATASET: MELD
VOCAB_SIZE: 7687
EPOCH: 50
LEARNING_RATE: 1
EARLY_STOPPING: False
SAVE_MODEL: False
MAX_SENT_LEN: 91
CLASS_SIZE: 7
FILTERS: [3, 4, 5]
global_step: 113, epoch: 3, loss: 1.242319
global_step: 114, epoch: 3, loss: 1.244959
global_step: 115, epoch: 3, loss: 1.361536
global_step: 116, epoch: 3, loss: 1.306371
global_step: 117, epoch: 3, loss: 1.215304
global_step: 118, epoch: 3, loss: 1.269700
global_step: 119, epoch: 3, loss: 1.349225
global_step: 120, epoch: 3, loss: 0.654296
epoch: 3
train	acc: 0.5854	macro: p 0.4386, r 0.2980, f1: 0.2864	micro: p 0.5854, r 0.5854, f1 0.5854	weighted_f1:0.5199
dev	acc: 0.5401	macro: p 0.4373, r 0.2817, f1: 0.2693	micro: p 0.5401, r 0.5401, f1 0.5401	weighted_f1:0.4671
test	acc: 0.5904	macro: p 0.4520, r 0.2932, f1: 0.2854	micro: p 0.5904, r 0.5904, f1 0.5904	weighted_f1:0.5269
New best model!
global_step: 121, epoch: 4, loss: 1.371204
global_step: 122, epoch: 4, loss: 1.270215
global_step: 123, epoch: 4, loss: 1.292920
global_step: 124, epoch: 4, loss: 1.226039
global_step: 125, epoch: 4, loss: 1.126057
global_step: 126, epoch: 4, loss: 1.174308
global_step: 127, epoch: 4, loss: 1.114856
global_step: 128, epoch: 4, loss: 1.191082
global_step: 129, epoch: 4, loss: 1.217387
global_step: 130, epoch: 4, loss: 1.160980
global_step: 131, epoch: 4, loss: 1.251978
global_step: 132, epoch: 4, loss: 1.213495
global_step: 133, epoch: 4, loss: 1.139847
global_step: 134, epoch: 4, loss: 1.242000
global_step: 135, epoch: 4, loss: 1.187062
global_step: 136, epoch: 4, loss: 1.301043
global_step: 137, epoch: 4, loss: 1.380805
global_step: 138, epoch: 4, loss: 1.220467
global_step: 139, epoch: 4, loss: 1.217489
global_step: 140, epoch: 4, loss: 1.146450
global_step: 141, epoch: 4, loss: 1.311224
global_step: 142, epoch: 4, loss: 1.103325
global_step: 143, epoch: 4, loss: 1.102813
global_step: 144, epoch: 4, loss: 1.217111
global_step: 145, epoch: 4, loss: 1.198999
global_step: 146, epoch: 4, loss: 1.172646
global_step: 147, epoch: 4, loss: 1.142199
global_step: 148, epoch: 4, loss: 1.182553
global_step: 149, epoch: 4, loss: 1.205881
global_step: 150, epoch: 4, loss: 1.283445
global_step: 151, epoch: 4, loss: 1.327266
global_step: 152, epoch: 4, loss: 1.167362
global_step: 153, epoch: 4, loss: 1.349661
global_step: 154, epoch: 4, loss: 1.271547
global_step: 155, epoch: 4, loss: 1.194730
global_step: 156, epoch: 4, loss: 1.198222
global_step: 157, epoch: 4, loss: 1.148728
global_step: 158, epoch: 4, loss: 1.276138
global_step: 159, epoch: 4, loss: 1.241668
global_step: 160, epoch: 4, loss: 1.625832
epoch: 4
train	acc: 0.6297	macro: p 0.4060, r 0.3523, f1: 0.3586	micro: p 0.6297, r 0.6297, f1 0.6297	weighted_f1:0.5851
dev	acc: 0.5573	macro: p 0.3545, r 0.3084, f1: 0.3012	micro: p 0.5573, r 0.5573, f1 0.5573	weighted_f1:0.4957
test	acc: 0.5943	macro: p 0.3597, r 0.3101, f1: 0.3092	micro: p 0.5943, r 0.5943, f1 0.5943	weighted_f1:0.5445
New best model!
global_step: 161, epoch: 5, loss: 1.168822
global_step: 162, epoch: 5, loss: 1.134490
global_step: 163, epoch: 5, loss: 1.079760
global_step: 164, epoch: 5, loss: 1.229053
global_step: 165, epoch: 5, loss: 1.194223
global_step: 166, epoch: 5, loss: 1.181484
global_step: 167, epoch: 5, loss: 1.201922
global_step: 168, epoch: 5, loss: 1.219616
global_step: 169, epoch: 5, loss: 1.088856
global_step: 170, epoch: 5, loss: 1.201487
global_step: 171, epoch: 5, loss: 1.166215
global_step: 172, epoch: 5, loss: 1.120724
global_step: 173, epoch: 5, loss: 1.218764
global_step: 174, epoch: 5, loss: 1.202391
global_step: 175, epoch: 5, loss: 1.200118
global_step: 176, epoch: 5, loss: 1.215301
global_step: 177, epoch: 5, loss: 1.220738
global_step: 178, epoch: 5, loss: 1.159285
global_step: 179, epoch: 5, loss: 1.227118
global_step: 180, epoch: 5, loss: 1.134673
global_step: 181, epoch: 5, loss: 1.164266
global_step: 182, epoch: 5, loss: 1.209730
global_step: 183, epoch: 5, loss: 1.157144
global_step: 184, epoch: 5, loss: 1.235824
global_step: 185, epoch: 5, loss: 1.152667
global_step: 186, epoch: 5, loss: 1.141757
global_step: 187, epoch: 5, loss: 1.154389
global_step: 188, epoch: 5, loss: 1.109136
global_step: 189, epoch: 5, loss: 1.108071
global_step: 190, epoch: 5, loss: 1.151908
global_step: 191, epoch: 5, loss: 1.260796
global_step: 192, epoch: 5, loss: 1.093194
global_step: 193, epoch: 5, loss: 1.248970
global_step: 194, epoch: 5, loss: 1.179608
global_step: 195, epoch: 5, loss: 1.181148
global_step: 196, epoch: 5, loss: 1.102086
global_step: 197, epoch: 5, loss: 1.157740
global_step: 198, epoch: 5, loss: 1.135771
global_step: 199, epoch: 5, loss: 1.197757
global_step: 200, epoch: 5, loss: 1.301648
epoch: 5
train	acc: 0.6247	macro: p 0.4551, r 0.3208, f1: 0.3215	micro: p 0.6247, r 0.6247, f1 0.6247	weighted_f1:0.5658
dev	acc: 0.5446	macro: p 0.3858, r 0.2871, f1: 0.2632	micro: p 0.5446, r 0.5446, f1 0.5446	weighted_f1:0.4650
test	acc: 0.5812	macro: p 0.4001, r 0.2844, f1: 0.2700	micro: p 0.5812, r 0.5812, f1 0.5812	weighted_f1:0.5114
global_step: 201, epoch: 6, loss: 1.075596
global_step: 202, epoch: 6, loss: 1.214851
global_step: 203, epoch: 6, loss: 1.107201
global_step: 204, epoch: 6, loss: 1.224530
global_step: 205, epoch: 6, loss: 1.116529
global_step: 206, epoch: 6, loss: 1.126592
global_step: 207, epoch: 6, loss: 1.115804
global_step: 208, epoch: 6, loss: 1.166795
global_step: 209, epoch: 6, loss: 1.196755
global_step: 210, epoch: 6, loss: 1.091982
global_step: 211, epoch: 6, loss: 1.082406
global_step: 212, epoch: 6, loss: 1.105654
global_step: 213, epoch: 6, loss: 1.196856
global_step: 214, epoch: 6, loss: 1.313387
global_step: 215, epoch: 6, loss: 1.025959
global_step: 216, epoch: 6, loss: 1.235934
global_step: 217, epoch: 6, loss: 1.061350
global_step: 218, epoch: 6, loss: 1.117406
global_step: 219, epoch: 6, loss: 1.098143
global_step: 220, epoch: 6, loss: 1.077204
global_step: 221, epoch: 6, loss: 1.138135
global_step: 222, epoch: 6, loss: 1.182182
global_step: 223, epoch: 6, loss: 1.256283
global_step: 224, epoch: 6, loss: 1.187003
global_step: 225, epoch: 6, loss: 1.146458
global_step: 226, epoch: 6, loss: 1.162252
global_step: 227, epoch: 6, loss: 1.159490
global_step: 228, epoch: 6, loss: 1.090626
global_step: 229, epoch: 6, loss: 1.194653
global_step: 230, epoch: 6, loss: 1.118373
global_step: 231, epoch: 6, loss: 1.139370
global_step: 232, epoch: 6, loss: 1.149188
global_step: 233, epoch: 6, loss: 1.037435
global_step: 234, epoch: 6, loss: 1.084232
global_step: 235, epoch: 6, loss: 1.159232
global_step: 236, epoch: 6, loss: 1.105988
global_step: 237, epoch: 6, loss: 1.188925
global_step: 238, epoch: 6, loss: 1.114805
global_step: 239, epoch: 6, loss: 1.108437
global_step: 240, epoch: 6, loss: 1.749609
epoch: 6
train	acc: 0.6515	macro: p 0.4608, r 0.3631, f1: 0.3742	micro: p 0.6515, r 0.6515, f1 0.6515	weighted_f1:0.6062
dev	acc: 0.5528	macro: p 0.3585, r 0.2959, f1: 0.2915	micro: p 0.5528, r 0.5528, f1 0.5528	weighted_f1:0.4896
test	acc: 0.5977	macro: p 0.3723, r 0.3045, f1: 0.3085	micro: p 0.5977, r 0.5977, f1 0.5977	weighted_f1:0.5450
global_step: 241, epoch: 7, loss: 1.028945
global_step: 242, epoch: 7, loss: 0.993896
global_step: 243, epoch: 7, loss: 1.119027
global_step: 244, epoch: 7, loss: 1.033024
global_step: 245, epoch: 7, loss: 1.107796
global_step: 246, epoch: 7, loss: 1.027014
global_step: 247, epoch: 7, loss: 1.059813
global_step: 248, epoch: 7, loss: 0.960691
global_step: 249, epoch: 7, loss: 1.136211
global_step: 250, epoch: 7, loss: 1.079750
global_step: 251, epoch: 7, loss: 1.078237
global_step: 252, epoch: 7, loss: 1.014400
global_step: 253, epoch: 7, loss: 1.080592
global_step: 254, epoch: 7, loss: 1.028296
global_step: 255, epoch: 7, loss: 1.098577
global_step: 256, epoch: 7, loss: 1.219286
global_step: 257, epoch: 7, loss: 0.930953
global_step: 258, epoch: 7, loss: 1.200632
global_step: 259, epoch: 7, loss: 1.060077
global_step: 260, epoch: 7, loss: 1.031815
global_step: 261, epoch: 7, loss: 1.070420
global_step: 262, epoch: 7, loss: 1.046617
global_step: 263, epoch: 7, loss: 1.063171
global_step: 264, epoch: 7, loss: 1.064482
global_step: 265, epoch: 7, loss: 1.116229
global_step: 266, epoch: 7, loss: 1.106719
global_step: 267, epoch: 7, loss: 1.143690
global_step: 268, epoch: 7, loss: 1.021132
global_step: 269, epoch: 7, loss: 1.149523
global_step: 270, epoch: 7, loss: 0.997396
global_step: 271, epoch: 7, loss: 1.102856
global_step: 272, epoch: 7, loss: 1.158008
global_step: 273, epoch: 7, loss: 1.142339
global_step: 274, epoch: 7, loss: 1.196634
global_step: 275, epoch: 7, loss: 1.149397
global_step: 276, epoch: 7, loss: 1.158916
global_step: 277, epoch: 7, loss: 1.090257
global_step: 278, epoch: 7, loss: 1.103194
global_step: 279, epoch: 7, loss: 1.028358
global_step: 280, epoch: 7, loss: 1.027849
epoch: 7
train	acc: 0.6577	macro: p 0.4861, r 0.3759, f1: 0.3817	micro: p 0.6577, r 0.6577, f1 0.6577	weighted_f1:0.6181
dev	acc: 0.5455	macro: p 0.3699, r 0.2925, f1: 0.2889	micro: p 0.5455, r 0.5455, f1 0.5455	weighted_f1:0.4872
test	acc: 0.6046	macro: p 0.4059, r 0.3131, f1: 0.3156	micro: p 0.6046, r 0.6046, f1 0.6046	weighted_f1:0.5535
global_step: 281, epoch: 8, loss: 1.013379
global_step: 282, epoch: 8, loss: 0.957107
global_step: 283, epoch: 8, loss: 1.027984
global_step: 284, epoch: 8, loss: 1.031073
global_step: 285, epoch: 8, loss: 0.954274
global_step: 286, epoch: 8, loss: 1.008191
global_step: 287, epoch: 8, loss: 1.042528
global_step: 288, epoch: 8, loss: 1.092298
global_step: 289, epoch: 8, loss: 1.022075
global_step: 290, epoch: 8, loss: 1.163059
global_step: 291, epoch: 8, loss: 1.144283
global_step: 292, epoch: 8, loss: 1.092724
global_step: 293, epoch: 8, loss: 1.022920
global_step: 294, epoch: 8, loss: 0.897340
global_step: 295, epoch: 8, loss: 1.229026
global_step: 296, epoch: 8, loss: 1.151010
global_step: 297, epoch: 8, loss: 1.104261
global_step: 298, epoch: 8, loss: 1.036720
global_step: 299, epoch: 8, loss: 1.120054
global_step: 300, epoch: 8, loss: 1.091980
global_step: 301, epoch: 8, loss: 1.045149
global_step: 302, epoch: 8, loss: 1.041013
global_step: 303, epoch: 8, loss: 1.064829
global_step: 304, epoch: 8, loss: 1.076908
global_step: 305, epoch: 8, loss: 0.910831
global_step: 306, epoch: 8, loss: 1.012544
global_step: 307, epoch: 8, loss: 1.023695
global_step: 308, epoch: 8, loss: 1.157853
global_step: 309, epoch: 8, loss: 1.173859
global_step: 310, epoch: 8, loss: 1.053775
global_step: 311, epoch: 8, loss: 0.898479
global_step: 312, epoch: 8, loss: 1.003788
global_step: 313, epoch: 8, loss: 0.983277
global_step: 314, epoch: 8, loss: 1.099680
global_step: 315, epoch: 8, loss: 1.022429
global_step: 316, epoch: 8, loss: 1.114770
global_step: 317, epoch: 8, loss: 1.173919
global_step: 318, epoch: 8, loss: 1.045248
global_step: 319, epoch: 8, loss: 1.123498
global_step: 320, epoch: 8, loss: 0.570104
epoch: 8
train	acc: 0.6470	macro: p 0.6177, r 0.3607, f1: 0.3588	micro: p 0.6470, r 0.6470, f1 0.6470	weighted_f1:0.5952
dev	acc: 0.5203	macro: p 0.3555, r 0.2782, f1: 0.2552	micro: p 0.5203, r 0.5203, f1 0.5203	weighted_f1:0.4472
test	acc: 0.5816	macro: p 0.3914, r 0.3020, f1: 0.2842	micro: p 0.5816, r 0.5816, f1 0.5816	weighted_f1:0.5194
global_step: 321, epoch: 9, loss: 1.222664
global_step: 322, epoch: 9, loss: 1.042523
global_step: 323, epoch: 9, loss: 1.008386
global_step: 324, epoch: 9, loss: 0.909020
global_step: 325, epoch: 9, loss: 0.938974
global_step: 326, epoch: 9, loss: 0.957952
global_step: 327, epoch: 9, loss: 1.061949
global_step: 328, epoch: 9, loss: 1.036819
global_step: 329, epoch: 9, loss: 0.890548
global_step: 330, epoch: 9, loss: 0.917354
global_step: 331, epoch: 9, loss: 0.959870
global_step: 332, epoch: 9, loss: 0.819689
global_step: 333, epoch: 9, loss: 1.035140
global_step: 334, epoch: 9, loss: 0.908733
global_step: 335, epoch: 9, loss: 0.989600
global_step: 336, epoch: 9, loss: 0.945920
global_step: 337, epoch: 9, loss: 1.099132
global_step: 338, epoch: 9, loss: 0.990946
global_step: 339, epoch: 9, loss: 0.953180
global_step: 340, epoch: 9, loss: 1.095287
global_step: 341, epoch: 9, loss: 1.017047
global_step: 342, epoch: 9, loss: 0.944545
global_step: 343, epoch: 9, loss: 1.009836
global_step: 344, epoch: 9, loss: 0.989754
global_step: 345, epoch: 9, loss: 1.035771
global_step: 346, epoch: 9, loss: 0.980844
global_step: 347, epoch: 9, loss: 1.064910
global_step: 348, epoch: 9, loss: 1.029008
global_step: 349, epoch: 9, loss: 1.023850
global_step: 350, epoch: 9, loss: 0.999798
global_step: 351, epoch: 9, loss: 0.987027
global_step: 352, epoch: 9, loss: 1.063377
global_step: 353, epoch: 9, loss: 1.036546
global_step: 354, epoch: 9, loss: 1.090489
global_step: 355, epoch: 9, loss: 0.964779
global_step: 356, epoch: 9, loss: 0.977409
global_step: 357, epoch: 9, loss: 1.043882
global_step: 358, epoch: 9, loss: 1.062093
global_step: 359, epoch: 9, loss: 0.980211
global_step: 360, epoch: 9, loss: 0.542985
epoch: 9
train	acc: 0.6431	macro: p 0.5237, r 0.3420, f1: 0.3569	micro: p 0.6431, r 0.6431, f1 0.6431	weighted_f1:0.5847
dev	acc: 0.5356	macro: p 0.4382, r 0.2719, f1: 0.2683	micro: p 0.5356, r 0.5356, f1 0.5356	weighted_f1:0.4578
test	acc: 0.5943	macro: p 0.4228, r 0.2831, f1: 0.2891	micro: p 0.5943, r 0.5943, f1 0.5943	weighted_f1:0.5235
global_step: 361, epoch: 10, loss: 1.333263
global_step: 362, epoch: 10, loss: 1.002285
global_step: 363, epoch: 10, loss: 0.918262
global_step: 364, epoch: 10, loss: 1.018886
global_step: 365, epoch: 10, loss: 0.886426
global_step: 366, epoch: 10, loss: 0.933904
global_step: 367, epoch: 10, loss: 0.850955
global_step: 368, epoch: 10, loss: 0.915190
global_step: 369, epoch: 10, loss: 0.947795
global_step: 370, epoch: 10, loss: 0.995471
global_step: 371, epoch: 10, loss: 0.885575
global_step: 372, epoch: 10, loss: 0.996656
global_step: 373, epoch: 10, loss: 0.968651
global_step: 374, epoch: 10, loss: 1.015631
global_step: 375, epoch: 10, loss: 0.951957
global_step: 376, epoch: 10, loss: 0.885239
global_step: 377, epoch: 10, loss: 0.976440
global_step: 378, epoch: 10, loss: 0.983285
global_step: 379, epoch: 10, loss: 0.940688
global_step: 380, epoch: 10, loss: 1.001775
global_step: 381, epoch: 10, loss: 0.875604
global_step: 382, epoch: 10, loss: 0.917841
global_step: 383, epoch: 10, loss: 0.954607
global_step: 384, epoch: 10, loss: 1.019562
global_step: 385, epoch: 10, loss: 0.926850
global_step: 386, epoch: 10, loss: 1.103082
global_step: 387, epoch: 10, loss: 0.930473
global_step: 388, epoch: 10, loss: 0.872695
global_step: 389, epoch: 10, loss: 0.913811
global_step: 390, epoch: 10, loss: 1.068915
global_step: 391, epoch: 10, loss: 1.090453
global_step: 392, epoch: 10, loss: 0.967982
global_step: 393, epoch: 10, loss: 0.850258
global_step: 394, epoch: 10, loss: 1.094641
global_step: 395, epoch: 10, loss: 0.922321
global_step: 396, epoch: 10, loss: 0.976080
global_step: 397, epoch: 10, loss: 0.984223
global_step: 398, epoch: 10, loss: 1.065472
global_step: 399, epoch: 10, loss: 1.013306
global_step: 400, epoch: 10, loss: 0.560903
epoch: 10
train	acc: 0.7011	macro: p 0.6592, r 0.4008, f1: 0.4219	micro: p 0.7011, r 0.7011, f1 0.7011	weighted_f1:0.6549
dev	acc: 0.5419	macro: p 0.3860, r 0.2804, f1: 0.2703	micro: p 0.5419, r 0.5419, f1 0.5419	weighted_f1:0.4674
test	acc: 0.6004	macro: p 0.4190, r 0.2935, f1: 0.2931	micro: p 0.6004, r 0.6004, f1 0.6004	weighted_f1:0.5336
global_step: 401, epoch: 11, loss: 0.951953
global_step: 402, epoch: 11, loss: 0.900097
global_step: 403, epoch: 11, loss: 1.007245
global_step: 404, epoch: 11, loss: 0.918628
global_step: 405, epoch: 11, loss: 0.813054
global_step: 406, epoch: 11, loss: 0.856952
global_step: 407, epoch: 11, loss: 0.879838
global_step: 408, epoch: 11, loss: 0.980918
global_step: 409, epoch: 11, loss: 0.825455
global_step: 410, epoch: 11, loss: 1.011314
global_step: 411, epoch: 11, loss: 0.938153
global_step: 412, epoch: 11, loss: 0.897598
global_step: 413, epoch: 11, loss: 0.960367
global_step: 414, epoch: 11, loss: 0.851467
global_step: 415, epoch: 11, loss: 0.922420
global_step: 416, epoch: 11, loss: 0.915780
global_step: 417, epoch: 11, loss: 0.915996
global_step: 418, epoch: 11, loss: 0.809271
global_step: 419, epoch: 11, loss: 0.863170
global_step: 420, epoch: 11, loss: 1.000081
global_step: 421, epoch: 11, loss: 0.870255
global_step: 422, epoch: 11, loss: 0.857560
global_step: 423, epoch: 11, loss: 0.920646
global_step: 424, epoch: 11, loss: 0.979950
global_step: 425, epoch: 11, loss: 0.985525
global_step: 426, epoch: 11, loss: 0.857497
global_step: 427, epoch: 11, loss: 0.855796
global_step: 428, epoch: 11, loss: 0.862226
global_step: 429, epoch: 11, loss: 0.997768
global_step: 430, epoch: 11, loss: 0.898823
global_step: 431, epoch: 11, loss: 0.968043
global_step: 432, epoch: 11, loss: 0.901736
global_step: 433, epoch: 11, loss: 0.936069
global_step: 434, epoch: 11, loss: 0.973225
global_step: 435, epoch: 11, loss: 0.936449
global_step: 436, epoch: 11, loss: 0.884063
global_step: 437, epoch: 11, loss: 0.951156
global_step: 438, epoch: 11, loss: 0.969419
global_step: 439, epoch: 11, loss: 0.904193
global_step: 440, epoch: 11, loss: 1.031122
epoch: 11
train	acc: 0.7393	macro: p 0.7713, r 0.5177, f1: 0.5654	micro: p 0.7393, r 0.7393, f1 0.7393	weighted_f1:0.7175
dev	acc: 0.5320	macro: p 0.3922, r 0.2918, f1: 0.2739	micro: p 0.5320, r 0.5320, f1 0.5320	weighted_f1:0.4676
